U_TECNICA;latitud;longitud;mercado;pais;provincia;localidad;portadoras;plan;plan general
RN00030;-41,054178;-71,524817;Patagonia;Argentina;Río Negro;Bariloche;3;No;Sin Plan
RN00032;-38,945071;-67,986162;Patagonia;Argentina;Río Negro;General Roca;4;No;Restricciones para Implementar
RN00036;-38,756121;-68,103701;Patagonia;Argentina;Río Negro;General Roca;4;No;Sin Plan
RN00042;-38,830004;-68,062448;Patagonia;Argentina;Río Negro;General Roca;4;Carga;Sin Plan / Alta Carga
RN00043;-39,418724;-65,699504;Patagonia;Argentina;Río Negro;Avellaneda;4;Carga;Sin Plan / Alta Carga
RN00045;-39,076187;-67,247026;Patagonia;Argentina;Río Negro;General Roca;3;Carga;Sin Plan / Alta Carga
RN00046;-41,153261;-71,291389;Patagonia;Argentina;Río Negro;Bariloche;4;Si;5G - Fase 1 (432)
RN00048;-38,926837;-67,995017;Patagonia;Argentina;Río Negro;General Roca;4;No;Restricciones para Implementar
RN00051;-39,060367;-66,686992;Patagonia;Argentina;Río Negro;General Roca;1;No;Sin Plan
RN00053;-37,882575;-67,793563;Patagonia;Argentina;Río Negro;General Roca;5;Carga;Sin Plan / Alta Carga
RN00055;-38,732444;-68,038109;Patagonia;Argentina;Río Negro;General Roca;3;Carga;Sin Plan / Alta Carga
RN00056;-39,313435;-65,765721;Patagonia;Argentina;Río Negro;Avellaneda;5;Si;Expansiones 2024
RN00059;-41,965023;-71,525049;Patagonia;Argentina;Río Negro;Bariloche;3;No;Sin Plan
RN00064;-40,591519;-67,758291;Patagonia;Argentina;Río Negro;Nueve de Julio;1;No;Sin Plan
RN00065;-41,075374;-71,169423;Patagonia;Argentina;Río Negro;Pilcaniyeu;2;No;Sin Plan
RN00066;-41,034924;-70,263836;Patagonia;Argentina;Río Negro;Pilcaniyeu;1;No;Sin Plan
RN00069;-40,683874;-66,162006;Patagonia;Argentina;Río Negro;Valcheta;2;No;Sin Plan
RN00070;-39,481817;-65,610381;Patagonia;Argentina;Río Negro;Avellaneda;3;No;Sin Plan
RN00071;-39,029665;-67,732807;Patagonia;Argentina;Río Negro;General Roca;3;Carga;Sin Plan / Alta Carga
RN00072;-41,041836;-62,826305;Bs.As./La Pam;Argentina;Río Negro;Adolfo Alsina;4;No;Sin Plan
RN00073;-39,031032;-67,537914;Patagonia;Argentina;Río Negro;General Roca;3;No;Sin Plan
RN00076;-39,082828;-67,153135;Patagonia;Argentina;Río Negro;General Roca;3;Carga;Sin Plan / Alta Carga
RN00077;-38,928441;-67,990075;Patagonia;Argentina;Río Negro;General Roca;4;No;Restricciones para Implementar
RN00078;-39,017678;-67,600822;Patagonia;Argentina;Río Negro;General Roca;3;No;Sin Plan
RN00079;-38,932081;-67,984397;Patagonia;Argentina;Río Negro;General Roca;4;Carga;Sin Plan / Alta Carga
RN00080;-38,956172;-67,918011;Patagonia;Argentina;Río Negro;General Roca;3;Carga;Sin Plan / Alta Carga
RN00082;-41,600857;-65,356411;Bs.As./La Pam;Argentina;Río Negro;San Antonio;2;No;Sin Plan
RN00083;-38,914465;-67,988311;Patagonia;Argentina;Río Negro;General Roca;4;Carga;Sin Plan / Alta Carga
RN00084;-39,017222;-67,561716;Patagonia;Argentina;Río Negro;General Roca;2;No;Sin Plan
RN00085;-39,295871;-65,657896;Patagonia;Argentina;Río Negro;Avellaneda;4;Carga;Sin Plan / Alta Carga
RN00086;-39,112325;-67,077956;Patagonia;Argentina;Río Negro;General Roca;3;Si;Expansiones 2024
RN00088;-39,181968;-65,956261;Patagonia;Argentina;Río Negro;Avellaneda;4;Si;Expansiones 2024
RN00092;-41,140418;-71,299882;Patagonia;Argentina;Río Negro;Bariloche;2;No;Sin Plan
RN00098;-40,808687;-65,090347;Patagonia;Argentina;Río Negro;San Antonio;4;Carga;Sin Plan / Alta Carga
RN00099;-41,142512;-71,308446;Patagonia;Argentina;Río Negro;Bariloche;2;No;Sin Plan
RN00100;-41,143831;-71,291172;Patagonia;Argentina;Río Negro;Bariloche;2;No;Sin Plan
RN00101;-41,158414;-71,319905;Patagonia;Argentina;Río Negro;Bariloche;4;No;Restricciones para Implementar
RN00102;-41,670117;-65,3693;Patagonia;Argentina;Río Negro;San Antonio;1;No;Sin Plan
RN00104;-39,113241;-66,921904;Patagonia;Argentina;Río Negro;General Roca;4;Si;Expansiones 2024
RN00110;-40,733053;-64,939203;Bs.As./La Pam;Argentina;Río Negro;San Antonio;1;Carga;Sin Plan / Alta Carga
RN00111;-38,96859;-67,81368;Patagonia;Argentina;Río Negro;General Roca;4;Carga;Sin Plan / Alta Carga
RN00112;-39,002989;-67,819259;Patagonia;Argentina;Río Negro;General Roca;3;Carga;Sin Plan / Alta Carga
RN00116;-41,175321;-71,351978;Patagonia;Argentina;Río Negro;Bariloche;4;No;Restricciones para Implementar
RN00117;-41,108821;-71,444038;Patagonia;Argentina;Río Negro;Bariloche;4;No;Restricciones para Implementar
RN00118;-40,788706;-65,083554;Patagonia;Argentina;Río Negro;San Antonio;4;Si;Expansiones 2024
RN00119;-38,941167;-67,99475;Patagonia;Argentina;Río Negro;General Roca;4;Si;Expansiones 2024
RN00120;-39,099753;-67,102192;Patagonia;Argentina;Río Negro;General Roca;3;Si;Expansiones 2024
RN00121;-39,016064;-67,535288;Patagonia;Argentina;Río Negro;General Roca;2;No;Sin Plan
RN00124;-41,153692;-71,408062;Patagonia;Argentina;Río Negro;Bariloche;2;No;Sin Plan
RN00127;-41,1747;-71,4739;Patagonia;Argentina;Río Negro;Bariloche;3;Carga;Sin Plan / Alta Carga
RN00130;-41,118141;-71,23043;Patagonia;Argentina;Río Negro;Bariloche;2;No;Sin Plan
RN00131;-38,819365;-68,054208;Patagonia;Argentina;Río Negro;General Roca;4;Carga;Sin Plan / Alta Carga
RN00132;-40,825227;-63,009581;Bs.As./La Pam;Argentina;Río Negro;Adolfo Alsina;4;Carga;Sin Plan / Alta Carga
RN00133;-41,136015;-71,302109;Patagonia;Argentina;Río Negro;Bariloche;4;Si;5G - Fase 1 (432)
RN00134;-41,138523;-71,29088;Patagonia;Argentina;Río Negro;Bariloche;2;No;Sin Plan
RN00135;-41,057807;-71,531272;Patagonia;Argentina;Río Negro;Bariloche;1;No;Sin Plan
RN00138;-41,131341;-71,324511;Patagonia;Argentina;Río Negro;Bariloche;2;No;Sin Plan
RN00147;-38,91148;-68,02239;Patagonia;Argentina;Río Negro;General Roca;3;No;Sin Plan
RN00148;-38,857945;-68,06231;Patagonia;Argentina;Río Negro;General Roca;3;No;Sin Plan
RN00163;-41,2503;-68,6975;Patagonia;Argentina;Río Negro;Veinticinco de Mayo;2;No;Sin Plan
RN00164;-40,834491;-62,966447;Bs.As./La Pam;Argentina;Río Negro;Adolfo Alsina;5;No;Restricciones para Implementar
RN00170;-39,02956;-67,53917;Patagonia;Argentina;Río Negro;General Roca;4;No;Restricciones para Implementar
RN00172;-38,88499;-68,00507;Patagonia;Argentina;Río Negro;General Roca;4;No;Restricciones para Implementar
RN00173;-39,022207;-67,631723;Patagonia;Argentina;Río Negro;General Roca;3;No;Restricciones para Implementar
RN00177;-39,0286;-67,5864;Patagonia;Argentina;Río Negro;General Roca;4;No;Restricciones para Implementar
RN00187;-41,164601;-71,441342;Patagonia;Argentina;Río Negro;Bariloche;3;No;Sin Plan
RN00188;-41,153332;-71,313153;Patagonia;Argentina;Río Negro;Bariloche;1;No;Sin Plan
RN00189;-41,144622;-71,280696;Patagonia;Argentina;Río Negro;Bariloche;3;Carga;Sin Plan / Alta Carga
RN00192;-40,810255;-63,016439;Bs.As./La Pam;Argentina;Río Negro;Adolfo Alsina;4;Carga;Sin Plan / Alta Carga
RN00202;-39,027471;-67,575878;Patagonia;Argentina;Río Negro;General Roca;4;Carga;Sin Plan / Alta Carga
RN00203;-40,812527;-62,991951;Bs.As./La Pam;Argentina;Río Negro;Adolfo Alsina;4;Si;5G - 45
RN00204;-41,064926;-71,460826;Patagonia;Argentina;Río Negro;Bariloche;2;No;Sin Plan
RN00205;-41,146912;-71,158508;Patagonia;Argentina;Río Negro;Bariloche;2;Carga;Sin Plan / Alta Carga
RN00206;-41,132397;-71,275725;Patagonia;Argentina;Río Negro;Bariloche;4;No;Restricciones para Implementar
RN00207;-41,125917;-71,366848;Patagonia;Argentina;Río Negro;Bariloche;2;Si;Expansiones 2024
RN00208;-41,145008;-71,315219;Patagonia;Argentina;Río Negro;Bariloche;2;No;Sin Plan
RN00209;-41,110413;-71,422497;Patagonia;Argentina;Río Negro;Bariloche;2;No;Sin Plan
RN00211;-40,807358;-62,995366;Bs.As./La Pam;Argentina;Río Negro;Adolfo Alsina;3;No;Sin Plan
RN00213;-39,037037;-67,577881;Patagonia;Argentina;Río Negro;General Roca;4;No;Restricciones para Implementar
RN00214;-41,075161;-71,477371;Patagonia;Argentina;Río Negro;Bariloche;2;No;Sin Plan
RN00221;-39,722975;-68,492031;Patagonia;Argentina;Río Negro;El Cuy;2;No;Sin Plan
RN00222;-38,936921;-67,949185;Patagonia;Argentina;Río Negro;General Roca;4;Carga;Sin Plan / Alta Carga
RN00223;-39,043668;-67,554436;Patagonia;Argentina;Río Negro;General Roca;3;No;Sin Plan
RN00224;-41,135021;-71,309758;Patagonia;Argentina;Río Negro;Bariloche;2;Carga;Sin Plan / Alta Carga
RN00237;-38,757;-67,636;Patagonia;Argentina;Río Negro;General Roca;1;No;Sin Plan
RN00263;-39,006209;-67,874881;Patagonia;Argentina;Río Negro;General Roca;1;No;Sin Plan
SC00003;-46,790267;-67,952799;Patagonia;Argentina;Santa Cruz;Deseado;3;Carga;Sin Plan / Alta Carga
SC00014;-46,544063;-71,626345;Patagonia;Argentina;Santa Cruz;Lago Buenos Aires;2;No;Sin Plan
SC00017;-46,431968;-67,536806;Patagonia;Argentina;Santa Cruz;Deseado;5;Carga;Sin Plan / Alta Carga
SC00019;-46,567251;-67,627675;Patagonia;Argentina;Santa Cruz;Deseado;4;Carga;Sin Plan / Alta Carga
SC00022;-48,386351;-68,309963;Patagonia;Argentina;Santa Cruz;Deseado;2;No;Sin Plan
SC00024;-50,96637;-70,782483;Patagonia;Argentina;Santa Cruz;Güer Aike;3;No;Sin Plan
SC00025;-49,984444;-68,910278;Patagonia;Argentina;Santa Cruz;Corpen Aike;5;Carga;Sin Plan / Alta Carga
SC00026;-50,284796;-72,051646;Patagonia;Argentina;Santa Cruz;Lago Argentino;3;Carga;Sin Plan / Alta Carga
SC00027;-50,46861;-73,0285;Patagonia;Argentina;Santa Cruz;Lago Argentino;1;No;Sin Plan
SC00031;-46,444957;-67,521455;Patagonia;Argentina;Santa Cruz;Deseado;5;Si;Sectorizaciones 2024
SC00034;-49,331916;-72,88474;Patagonia;Argentina;Santa Cruz;Lago Argentino;1;No;Sin Plan
SC00039;-46,584841;-70,92554;Patagonia;Argentina;Santa Cruz;Lago Buenos Aires;5;Carga;Sin Plan / Alta Carga
SC00042;-46,451803;-67,531528;Patagonia;Argentina;Santa Cruz;Deseado;5;Carga;Sin Plan / Alta Carga
SC00043;-46,800572;-67,956209;Patagonia;Argentina;Santa Cruz;Deseado;4;Carga;Sin Plan / Alta Carga
SC00045;-46,535321;-68,927759;Patagonia;Argentina;Santa Cruz;Deseado;5;Carga;Sin Plan / Alta Carga
SC00046;-51,617986;-69,230335;Patagonia;Argentina;Santa Cruz;Güer Aike;4;Carga;Sin Plan / Alta Carga
SC00049;-51,616628;-69,252835;Patagonia;Argentina;Santa Cruz;Güer Aike;5;Carga;Sin Plan / Alta Carga
SC00051;-50,78708;-70,779157;Patagonia;Argentina;Santa Cruz;Güer Aike;3;No;Sin Plan
SC00059;-51,223854;-70,525976;Patagonia;Argentina;Santa Cruz;Güer Aike;2;No;Sin Plan
SC00061;-50,6583;-69,7025;Patagonia;Argentina;Santa Cruz;Corpen Aike;2;No;Sin Plan
SC00063;-47,653644;-66,053923;Patagonia;Argentina;Santa Cruz;Deseado;2;No;Sin Plan
SC00064;-47,188765;-67,138716;Patagonia;Argentina;Santa Cruz;Deseado;3;No;Sin Plan
SC00065;-46,468684;-67,499452;Patagonia;Argentina;Santa Cruz;Deseado;4;No;Sin Plan
SC00067;-47,029737;-67,246251;Patagonia;Argentina;Santa Cruz;Deseado;3;No;Sin Plan
SC00069;-50,3356;-72,2628;Patagonia;Argentina;Santa Cruz;Lago Argentino;4;No;Restricciones para Implementar
SC00074;-50,321031;-72,251803;Patagonia;Argentina;Santa Cruz;Lago Argentino;3;Si;Expansiones 2024
SC00075;-50,304478;-72,791238;Patagonia;Argentina;Santa Cruz;Lago Argentino;3;No;Sin Plan
SC00078;-49,312515;-67,746106;Patagonia;Argentina;Santa Cruz;Magallanes;5;Carga;Sin Plan / Alta Carga
SC00081;-46,703184;-68,273729;Patagonia;Argentina;Santa Cruz;Deseado;2;No;Sin Plan
SC00087;-51,623847;-69,212041;Patagonia;Argentina;Santa Cruz;Güer Aike;5;Carga;Sin Plan / Alta Carga
SC00088;-47,745621;-65,897981;Patagonia;Argentina;Santa Cruz;Deseado;3;Carga;Sin Plan / Alta Carga
SC00096;-51,652932;-69,248691;Patagonia;Argentina;Santa Cruz;Güer Aike;4;Carga;Sin Plan / Alta Carga
SC00097;-49,309875;-67,734071;Patagonia;Argentina;Santa Cruz;Magallanes;4;No;Restricciones para Implementar
SC00098;-46,457948;-67,514129;Patagonia;Argentina;Santa Cruz;Deseado;5;Carga;Sin Plan / Alta Carga
SC00100;-51,581627;-72,215318;Patagonia;Argentina;Santa Cruz;Güer Aike;2;No;Sin Plan
SC00101;-50,295041;-70,921405;Patagonia;Argentina;Santa Cruz;Lago Argentino;1;No;Sin Plan
SC00102;-50,27976;-70,160062;Patagonia;Argentina;Santa Cruz;Corpen Aike;1;No;Sin Plan
SC00103;-50,254947;-70,760622;Patagonia;Argentina;Santa Cruz;Lago Argentino;2;No;Sin Plan
SC00104;-50,192441;-70,115344;Patagonia;Argentina;Santa Cruz;Corpen Aike;1;No;Sin Plan
SC00105;-51,618284;-69,221531;Patagonia;Argentina;Santa Cruz;Güer Aike;5;No;Restricciones para Implementar
SC00106;-51,6389;-69,2158;Patagonia;Argentina;Santa Cruz;Güer Aike;4;Carga;Sin Plan / Alta Carga
SC00107;-51,660622;-69,280671;Patagonia;Argentina;Santa Cruz;Güer Aike;3;No;Sin Plan
SC00109;-50,3433;-72,2578;Patagonia;Argentina;Santa Cruz;Lago Argentino;2;Carga;Sin Plan / Alta Carga
SC00120;-46,79527;-67,97955;Patagonia;Argentina;Santa Cruz;Deseado;3;Si;Expansiones 2024
SC00122;-46,878472;-70,390639;Patagonia;Argentina;Santa Cruz;Lago Buenos Aires;4;No;Sin Plan
SC00123;-46,860001;-70,326944;Patagonia;Argentina;Santa Cruz;Lago Buenos Aires;4;No;Sin Plan
SC00124;-46,87805;-70,214422;Patagonia;Argentina;Santa Cruz;Lago Buenos Aires;4;No;Sin Plan
SC00127;-51,654715;-69,281659;Patagonia;Argentina;Santa Cruz;Güer Aike;5;No;Restricciones para Implementar
SC00130;-50,609278;-71,349431;Patagonia;Argentina;Santa Cruz;Lago Argentino;2;No;Sin Plan
SC00134;-46,578971;-67,977601;Patagonia;Argentina;Santa Cruz;Deseado;1;No;Sin Plan
SC00135;-46,624963;-68,189079;Patagonia;Argentina;Santa Cruz;Deseado;1;No;Sin Plan
SC00200;-51,628803;-69,222559;Patagonia;Argentina;Santa Cruz;Güer Aike;4;Si;5G - 45
SC00205;-51,628041;-69,251476;Patagonia;Argentina;Santa Cruz;Güer Aike;5;No;Restricciones para Implementar
SC00206;-51,632689;-69,205434;Patagonia;Argentina;Santa Cruz;Güer Aike;5;Carga;Sin Plan / Alta Carga
SC00211;-48,749453;-70,249163;Patagonia;Argentina;Santa Cruz;Río Chico;4;No;Restricciones para Implementar
SE00001;-27,836632;-64,241835;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;Carga;Sin Plan / Alta Carga
SE00002;-28,635961;-65,127391;NOA;Argentina;Santiago del Estero;Choya;3;No;Sin Plan
SE00003;-27,489735;-64,869732;NOA;Argentina;Santiago del Estero;Río Hondo;4;No;Sin Plan
SE00004;-27,814772;-64,233233;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;No;Sin Plan
SE00005;-27,955264;-63,828881;NOA;Argentina;Santiago del Estero;Robles;2;No;Sin Plan
SE00007;-28,289241;-64,187621;NOA;Argentina;Santiago del Estero;Silípica;5;Carga;Sin Plan / Alta Carga
SE00008;-27,511124;-64,85422;NOA;Argentina;Santiago del Estero;Río Hondo;5;Carga;Sin Plan / Alta Carga
SE00009;-27,488191;-64,853675;NOA;Argentina;Santiago del Estero;Río Hondo;5;Carga;Sin Plan / Alta Carga
SE00011;-28,461919;-62,102554;NOA;Argentina;Santiago del Estero;General Taboada;4;No;Sin Plan
SE00018;-27,800864;-64,277592;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;No;Sin Plan
SE00022;-28,152048;-63,540862;NOA;Argentina;Santiago del Estero;Sarmiento;4;Si;Expansiones 2024
SE00028;-27,703318;-64,236007;NOA;Argentina;Santiago del Estero;Banda;4;No;Restricciones para Implementar
SE00038;-27,516184;-64,905226;NOA;Argentina;Santiago del Estero;Río Hondo;2;No;Restricciones para Implementar
SE00040;-27,511849;-64,906909;NOA;Argentina;Santiago del Estero;Río Hondo;2;No;Restricciones para Implementar
SE00044;-27,507086;-64,933236;NOA;Argentina;Santiago del Estero;Río Hondo;2;No;Restricciones para Implementar
SE00047;-27,480743;-64,873268;NOA;Argentina;Santiago del Estero;Río Hondo;5;No;Restricciones para Implementar
SE00048;-28,8848;-62,2643;NOA;Argentina;Santiago del Estero;Belgrano;3;No;Sin Plan
SE00053;-27,734047;-64,238934;NOA;Argentina;Santiago del Estero;Banda;3;Carga;Sin Plan / Alta Carga
SE00054;-28,448863;-62,822566;NOA;Argentina;Santiago del Estero;General Taboada;5;Carga;Sin Plan / Alta Carga
SE00055;-27,652645;-64,583563;NOA;Argentina;Santiago del Estero;Río Hondo;4;Carga;Sin Plan / Alta Carga
SE00056;-27,925695;-63,896249;NOA;Argentina;Santiago del Estero;Robles;4;Si;Expansiones 2024
SE00058;-27,50577;-64,918735;NOA;Argentina;Santiago del Estero;Río Hondo;2;No;Restricciones para Implementar
SE00059;-27,65542;-62,421586;NOA;Argentina;Santiago del Estero;Moreno;5;Si;Sectorizaciones 2024
SE00061;-27,967192;-65,161553;NOA;Argentina;Santiago del Estero;Guasayán;5;Carga;Sin Plan / Alta Carga
SE00062;-28,277431;-65,099364;NOA;Argentina;Santiago del Estero;Choya;2;No;Sin Plan
SE00063;-29,671568;-62,140814;NOA;Argentina;Santiago del Estero;Rivadavia;4;No;Sin Plan
SE00065;-27,576406;-64,135972;NOA;Argentina;Santiago del Estero;Banda;5;Carga;Sin Plan / Alta Carga
SE00066;-27,830902;-64,05865;NOA;Argentina;Santiago del Estero;Robles;4;Carga;Sin Plan / Alta Carga
SE00069;-28,194841;-65,110775;NOA;Argentina;Santiago del Estero;Guasayán;4;Carga;Sin Plan / Alta Carga
SE00071;-28,011986;-63,737558;NOA;Argentina;Santiago del Estero;San Martín;3;No;Sin Plan
SE00073;-27,497335;-64,862385;NOA;Argentina;Santiago del Estero;Río Hondo;2;No;Sin Plan
SE00074;-27,928454;-63,431359;NOA;Argentina;Santiago del Estero;Juan Felipe Ibarra;3;No;Sin Plan
SE00075;-26,22288;-61,830813;NOA;Argentina;Santiago del Estero;Copo;2;Si;Expansiones 2024
SE00076;-29,136761;-62,651422;NOA;Argentina;Santiago del Estero;Aguirre;4;No;Sin Plan
SE00077;-29,761689;-62,049089;NOA;Argentina;Santiago del Estero;Rivadavia;3;No;Sin Plan
SE00078;-28,603624;-62,957511;NOA;Argentina;Santiago del Estero;Avellaneda;3;No;Sin Plan
SE00079;-28,484871;-63,073331;NOA;Argentina;Santiago del Estero;Avellaneda;4;No;Sin Plan
SE00080;-28,817118;-62,842583;NOA;Argentina;Santiago del Estero;Avellaneda;4;No;Sin Plan
SE00081;-26,127882;-62,066401;NOA;Argentina;Santiago del Estero;Copo;3;No;Restricciones para Implementar
SE00082;-29,352295;-62,443619;NOA;Argentina;Santiago del Estero;Aguirre;4;No;Sin Plan
SE00083;-28,37743;-64,79304;NOA;Argentina;Santiago del Estero;Choya;2;No;Sin Plan
SE00085;-28,335889;-63,344722;NOA;Argentina;Santiago del Estero;Avellaneda;4;Carga;Sin Plan / Alta Carga
SE00088;-27,784656;-64,260567;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;4;No;Restricciones para Implementar
SE00089;-27,727423;-64,239606;NOA;Argentina;Santiago del Estero;Banda;3;No;Sin Plan
SE00092;-27,498027;-64,859248;NOA;Argentina;Santiago del Estero;Río Hondo;4;No;Sin Plan
SE00093;-28,398439;-65,092868;NOA;Argentina;Santiago del Estero;Choya;3;No;Sin Plan
SE00094;-27,801902;-64,251915;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;Carga;Sin Plan / Alta Carga
SE00095;-27,872988;-63,978733;NOA;Argentina;Santiago del Estero;Robles;5;Si;Expansiones 2024
SE00096;-28,628222;-65,132083;NOA;Argentina;Santiago del Estero;Choya;5;Carga;Sin Plan / Alta Carga
SE00097;-28,500155;-64,859852;NOA;Argentina;Santiago del Estero;Choya;2;No;Sin Plan
SE00098;-30,062351;-62,105431;NOA;Argentina;Santiago del Estero;Rivadavia;2;Carga;Sin Plan / Alta Carga
SE00101;-26,574496;-62,846933;NOA;Argentina;Santiago del Estero;Alberdi;3;Carga;Sin Plan / Alta Carga
SE00102;-27,029601;-62,701392;NOA;Argentina;Santiago del Estero;Moreno;3;Carga;Sin Plan / Alta Carga
SE00103;-27,169459;-64,496063;NOA;Argentina;Santiago del Estero;Jiménez;4;Si;Expansiones 2024
SE00104;-27,492807;-64,866109;NOA;Argentina;Santiago del Estero;Río Hondo;2;No;Restricciones para Implementar
SE00111;-28,051726;-64,221132;NOA;Argentina;Santiago del Estero;Silípica;2;Carga;Sin Plan / Alta Carga
SE00112;-28,484065;-63,273521;NOA;Argentina;Santiago del Estero;Avellaneda;2;No;Sin Plan
SE00118;-27,325355;-62,587452;NOA;Argentina;Santiago del Estero;Moreno;2;No;Sin Plan
SE00119;-28,6256;-62,61;NOA;Argentina;Santiago del Estero;General Taboada;3;No;Sin Plan
SE00121;-28,495017;-63,816331;NOA;Argentina;Santiago del Estero;Atamisqui;2;No;Sin Plan
SE00122;-28,243188;-63,954531;NOA;Argentina;Santiago del Estero;San Martín;3;No;Sin Plan
SE00124;-27,787377;-64,249868;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;No;Sin Plan
SE00126;-27,741755;-64,249069;NOA;Argentina;Santiago del Estero;Banda;3;No;Sin Plan
SE00127;-27,789283;-64,278075;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;2;No;Sin Plan
SE00128;-27,491059;-64,860373;NOA;Argentina;Santiago del Estero;Río Hondo;2;No;Restricciones para Implementar
SE00135;-27,743216;-64,262936;NOA;Argentina;Santiago del Estero;Banda;2;No;Sin Plan
SE00136;-27,822491;-64,271659;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;No;Sin Plan
SE00137;-27,757571;-64,245074;NOA;Argentina;Santiago del Estero;Banda;3;No;Sin Plan
SE00138;-27,842727;-64,262237;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;4;No;Restricciones para Implementar
SE00142;-27,726444;-63,867034;NOA;Argentina;Santiago del Estero;Robles;4;Carga;Sin Plan / Alta Carga
SE00143;-27,502615;-64,864594;NOA;Argentina;Santiago del Estero;Río Hondo;2;No;Restricciones para Implementar
SE00144;-27,496843;-64,853592;NOA;Argentina;Santiago del Estero;Río Hondo;2;No;Restricciones para Implementar
SE00147;-28,643772;-65,122117;NOA;Argentina;Santiago del Estero;Choya;4;Carga;Sin Plan / Alta Carga
SE00152;-27,495293;-64,870395;NOA;Argentina;Santiago del Estero;Río Hondo;2;No;Restricciones para Implementar
SE00159;-27,592001;-64,910273;NOA;Argentina;Santiago del Estero;Río Hondo;4;No;Sin Plan
SE00164;-27,818185;-64,248263;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;No;Sin Plan
SE00165;-27,806467;-64,237513;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;No;Sin Plan
SE00168;-27,7769;-64,2586;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;4;Si;Expansiones 2024
SE00170;-28,471429;-62,831493;NOA;Argentina;Santiago del Estero;General Taboada;5;No;Restricciones para Implementar
SE00171;-27,500042;-64,875931;NOA;Argentina;Santiago del Estero;Río Hondo;5;No;Restricciones para Implementar
SE00172;-27,728607;-64,266308;NOA;Argentina;Santiago del Estero;Banda;3;No;Sin Plan
SE00175;-27,720943;-64,218559;NOA;Argentina;Santiago del Estero;Banda;4;No;Restricciones para Implementar
SE00176;-27,834803;-64,279928;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;2;No;Sin Plan
SE00178;-27,782583;-64,288427;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;4;Carga;Sin Plan / Alta Carga
SE00180;-27,807137;-64,305813;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;2;Carga;Sin Plan / Alta Carga
SE00183;-27,825261;-64,232864;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;2;No;Sin Plan
SE00184;-27,812218;-64,264271;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;No;Sin Plan
SE00185;-27,514363;-64,914451;NOA;Argentina;Santiago del Estero;Río Hondo;3;No;Sin Plan
SE00201;-27,795057;-64,262556;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;No;Sin Plan
SE00202;-27,871525;-64,244305;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;Carga;Sin Plan / Alta Carga
SE00203;-27,787902;-64,261779;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;Si;5G - 45
SE00204;-27,804202;-64,286264;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;Carga;Sin Plan / Alta Carga
SE00205;-27,762807;-64,287752;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;Carga;Sin Plan / Alta Carga
SE00206;-27,779034;-64,275485;NOA;Argentina;Santiago del Estero;Juan Francisco Borges;3;No;Sin Plan
SER0003;-27,759263;-64,253928;NOA;Argentina;Santiago del Estero;Banda;4;Carga;Sin Plan / Alta Carga
SF00003;-28,934926;-61,704405;Litoral Norte;Argentina;Santa Fe;9 de Julio;2;No;Sin Plan
SF00007;-32,805647;-61,567221;Litoral Sur;Argentina;Santa Fe;Belgrano;3;No;Sin Plan
SF00008;-32,726609;-61,815088;Litoral Sur;Argentina;Santa Fe;Belgrano;2;Carga;Sin Plan / Alta Carga
SF00009;-33,842967;-61,724974;Litoral Sur;Argentina;Santa Fe;General López;4;Carga;Sin Plan / Alta Carga
SF00011;-32,987357;-60,645662;Litoral Sur;Argentina;Santa Fe;Rosario;2;No;Sin Plan
SF00012;-32,884159;-60,714371;Litoral Sur;Argentina;Santa Fe;Rosario;4;No;Sin Plan
SF00015;-31,299289;-61,383821;Litoral Sur;Argentina;Santa Fe;Castellanos;2;No;Sin Plan
SF00016;-31,547196;-61,54401;Litoral Sur;Argentina;Santa Fe;Castellanos;4;No;Sin Plan
SF00017;-33,000777;-60,665494;Litoral Sur;Argentina;Santa Fe;Rosario;4;Carga;Sin Plan / Alta Carga
SF00019;-30,987703;-61,412856;Litoral Sur;Argentina;Santa Fe;Castellanos;3;No;Sin Plan
SF00020;-31,421366;-60,336291;Litoral Sur;Argentina;Santa Fe;Garay;2;Carga;Sin Plan / Alta Carga
SF00023;-33,766612;-61,982399;Litoral Sur;Argentina;Santa Fe;General López;4;Carga;Sin Plan / Alta Carga
