U_TECNICA;latitud;longitud;mercado;pais;provincia;localidad;portadoras;plan;plan general
CF01512;-34,494269;-58,526346;AMBA;Argentina;Buenos Aires;San Isidro;4;Si;5G - Fase 1 (432)
CF01513;-34,723825;-58,438469;AMBA;Argentina;Buenos Aires;Lomas de Zamora;3;No;Sin Plan
CF01515;-34,628403;-58,525027;AMBA;Argentina;CABA;CABA;4;No;Restricciones para Implementar
CF01516;-34,562615;-58,559907;AMBA;Argentina;Buenos Aires;General San Martín;2;No;Sin Plan
CF01519;-34,71955;-58,34315;AMBA;Argentina;Buenos Aires;Lanús;2;No;Sin Plan
CF01521;-34,755306;-58,256954;AMBA;Argentina;Buenos Aires;Quilmes;2;No;Sin Plan
CF01523;-34,863671;-57,897725;AMBA;Argentina;Buenos Aires;Ensenada;1;No;Sin Plan
CF01525;-34,932311;-57,984043;AMBA;Argentina;Buenos Aires;La Plata;2;Si;Expansiones 2024
CF01526;-34,773666;-58,204518;AMBA;Argentina;Buenos Aires;Berazategui;2;Carga;Sin Plan / Alta Carga
CF01527;-34,862421;-58,084384;AMBA;Argentina;Buenos Aires;La Plata;3;No;Sin Plan
CF01529;-34,885045;-57,961117;AMBA;Argentina;Buenos Aires;La Plata;2;No;Sin Plan
CF01531;-34,632315;-58,478829;AMBA;Argentina;CABA;CABA;3;Si;5G - Fase 1 (432)
CF01532;-34,63829;-58,45249;AMBA;Argentina;CABA;CABA;1;No;Sin Plan
CF01533;-34,844171;-58,508974;AMBA;Argentina;Buenos Aires;Ezeiza;3;Carga;Sin Plan / Alta Carga
CF01534;-34,831027;-58,492159;AMBA;Argentina;Buenos Aires;Esteban Echeverría;4;No;Restricciones para Implementar
CF01535;-34,833498;-58,651981;AMBA;Argentina;Buenos Aires;La Matanza;4;No;Restricciones para Implementar
CF01536;-34,839318;-58,457669;AMBA;Argentina;Buenos Aires;Esteban Echeverría;4;No;Restricciones para Implementar
CF01537;-34,774609;-58,370549;AMBA;Argentina;Buenos Aires;Lomas de Zamora;2;No;Sin Plan
CF01538;-34,742532;-58,414375;AMBA;Argentina;Buenos Aires;Lomas de Zamora;3;No;Sin Plan
CF01539;-34,676291;-58,615848;AMBA;Argentina;Buenos Aires;Morón;4;Si;Expansiones 2024
CF01540;-34,699508;-58,543338;AMBA;Argentina;Buenos Aires;La Matanza;3;No;Sin Plan
CF01542;-34,619639;-58,826932;AMBA;Argentina;Buenos Aires;Moreno;3;Carga;Sin Plan / Alta Carga
CF01543;-34,757231;-58,714963;AMBA;Argentina;Buenos Aires;Merlo;3;No;Sin Plan
CF01544;-34,70743;-58,675498;AMBA;Argentina;Buenos Aires;Merlo;3;Carga;Sin Plan / Alta Carga
CF01545;-34,602739;-58,592691;AMBA;Argentina;Buenos Aires;Tres de Febrero;2;Carga;Sin Plan / Alta Carga
CF01546;-34,805904;-58,379526;AMBA;Argentina;Buenos Aires;Adrogué;1;No;Sin Plan
CF01547;-34,720313;-58,273648;AMBA;Argentina;Buenos Aires;Quilmes;2;No;Sin Plan
CF01548;-34,592222;-58,716127;AMBA;Argentina;Buenos Aires;San Miguel;4;No;Restricciones para Implementar
CF01549;-34,633259;-58,860821;AMBA;Argentina;Buenos Aires;Moreno;3;Carga;Sin Plan / Alta Carga
CF01550;-34,465416;-58,803492;AMBA;Argentina;Buenos Aires;José C. Paz;2;No;Sin Plan
CF01552;-34,514359;-58,517632;AMBA;Argentina;Buenos Aires;Vicente López;1;Si;5G - Fase 1 (432)
CF01553;-34,578889;-58,501639;AMBA;Argentina;CABA;CABA;4;No;Restricciones para Implementar
CF01554;-34,649542;-58,519467;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01556;-34,532802;-58,521323;AMBA;Argentina;Buenos Aires;Vicente López;1;No;Sin Plan
CF01557;-34,630705;-58,646397;AMBA;Argentina;Buenos Aires;Hurlingham;4;No;Restricciones para Implementar
CF01558;-34,92473;-57,937381;AMBA;Argentina;Buenos Aires;La Plata;3;Si;Expansiones 2024
CF01559;-34,8965;-58,6922;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01561;-34,633778;-58,532892;AMBA;Argentina;Buenos Aires;Tres de Febrero;1;No;Sin Plan
CF01562;-34,655053;-58,650284;AMBA;Argentina;Buenos Aires;Morón;1;No;Sin Plan
CF01563;-34,662512;-58,678547;AMBA;Argentina;Buenos Aires;Ituzaingó;1;No;Sin Plan
CF01564;-34,514779;-58,925527;AMBA;Argentina;Buenos Aires;Pilar;2;No;Sin Plan
CF01565;-34,549619;-58,933838;AMBA;Argentina;Buenos Aires;General Rodríguez;3;Carga;Sin Plan / Alta Carga
CF01566;-34,346698;-58,810685;AMBA;Argentina;Buenos Aires;Escobar;2;No;Sin Plan
CF01567;-34,349126;-58,785125;AMBA;Argentina;Buenos Aires;Escobar;3;No;Sin Plan
CF01568;-34,653499;-58,709753;AMBA;Argentina;Buenos Aires;Merlo;4;Carga;Sin Plan / Alta Carga
CF01569;-34,668556;-58,682271;AMBA;Argentina;Buenos Aires;Ituzaingó;2;No;Sin Plan
CF01570;-34,533788;-58,560689;AMBA;Argentina;Buenos Aires;General San Martín;1;No;Sin Plan
CF01572;-34,57141;-59,129474;AMBA;Argentina;Buenos Aires;Luján;2;No;Sin Plan
CF01573;-34,580063;-59,110341;AMBA;Argentina;Buenos Aires;Luján;2;No;Sin Plan
CF01575;-34,910428;-57,986124;AMBA;Argentina;Buenos Aires;La Plata;2;Si;Expansiones 2024
CF01577;-34,945066;-58,042045;AMBA;Argentina;Buenos Aires;La Plata;2;No;Sin Plan
CF01578;-34,651435;-58,55029;AMBA;Argentina;Buenos Aires;La Matanza;1;No;Sin Plan
CF01579;-34,540601;-58,505372;AMBA;Argentina;Buenos Aires;Vicente López;2;No;Sin Plan
CF01580;-34,682237;-58,413163;AMBA;Argentina;Buenos Aires;Lanús;2;No;Sin Plan
CF01581;-34,43767;-58,683983;AMBA;Argentina;Buenos Aires;Tigre;3;Carga;Sin Plan / Alta Carga
CF01582;-34,658723;-58,392184;AMBA;Argentina;CABA;CABA;3;No;Sin Plan
CF01583;-34,520051;-58,471941;AMBA;Argentina;Buenos Aires;Vicente López;4;Si;5G - Fase 1 (432)
CF01584;-34,77283;-58,62025;AMBA;Argentina;Buenos Aires;La Matanza;4;Carga;Sin Plan / Alta Carga
CF01586;-34,691381;-58,499235;AMBA;Argentina;Buenos Aires;La Matanza;3;No;Sin Plan
CF01587;-34,865712;-57,884151;AMBA;Argentina;Buenos Aires;Berisso;2;No;Sin Plan
CF01614;-34,468205;-58,598183;AMBA;Argentina;Buenos Aires;San Fernando;4;No;Restricciones para Implementar
CF01615;-34,633594;-58,521964;AMBA;Argentina;CABA;CABA;4;No;Restricciones para Implementar
CF01616;-34,571357;-58,395874;AMBA;Argentina;CABA;CABA;1;Si;5G - Fase 1 (432)
CF01617;-34,789139;-58,417077;AMBA;Argentina;Buenos Aires;Lomas de Zamora;3;No;Sin Plan
CF01618;-34,690996;-58,305071;AMBA;Argentina;Buenos Aires;Avellaneda;1;No;Sin Plan
CF01623;-34,76433;-58,40207;AMBA;Argentina;Buenos Aires;Lomas de Zamora;4;Si;5G - Fase 1 (432)
CF01625;-34,572673;-58,404226;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01626;-34,474478;-58,574688;AMBA;Argentina;Buenos Aires;San Fernando;2;Si;5G - Fase 1 (432)
CF01629;-34,490893;-58,708961;AMBA;Argentina;Buenos Aires;Malvinas Argentinas;3;No;Sin Plan
CF01630;-34,486717;-58,742701;AMBA;Argentina;Buenos Aires;Malvinas Argentinas;1;No;Sin Plan
CF01632;-34,619281;-58,370521;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01633;-34,606408;-58,401383;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01634;-34,63466;-58,37548;AMBA;Argentina;CABA;CABA;3;No;Sin Plan
CF01635;-34,5636;-58,4461;AMBA;Argentina;CABA;CABA;1;No;Sin Plan
CF01636;-34,637884;-58,368911;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01637;-34,652378;-58,442898;AMBA;Argentina;CABA;CABA;4;No;Restricciones para Implementar
CF01638;-34,65074;-58,4249;AMBA;Argentina;CABA;CABA;1;No;Sin Plan
CF01639;-34,56084;-58,4599;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01640;-34,553759;-58,458463;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01641;-34,570183;-58,431601;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01642;-34,567777;-58,463542;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01643;-34,583474;-58,399596;AMBA;Argentina;CABA;CABA;3;Si;5G - Fase 1 (432)
CF01644;-34,509477;-58,478333;AMBA;Argentina;Buenos Aires;Vicente López;2;Si;5G - Fase 1 (432)
CF01645;-34,551275;-58,462509;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01646;-34,572505;-58,468039;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01647;-34,615272;-58,480958;AMBA;Argentina;CABA;CABA;1;No;Sin Plan
CF01648;-34,695562;-58,348382;AMBA;Argentina;Buenos Aires;Avellaneda;2;No;Sin Plan
CF01649;-34,701431;-58,383503;AMBA;Argentina;Buenos Aires;Lanús;1;No;Sin Plan
CF01651;-34,679579;-58,323464;AMBA;Argentina;Buenos Aires;Avellaneda;4;Carga;Sin Plan / Alta Carga
CF01652;-34,668759;-58,339161;AMBA;Argentina;Buenos Aires;Avellaneda;4;No;Restricciones para Implementar
CF01653;-34,326449;-58,779488;AMBA;Argentina;Buenos Aires;Escobar;1;No;Sin Plan
CF01654;-34,305063;-58,780666;AMBA;Argentina;Buenos Aires;Escobar;2;No;Sin Plan
CF01656;-34,479493;-58,493745;AMBA;Argentina;Buenos Aires;San Isidro;4;Si;5G - Fase 1 (432)
CF01658;-34,519003;-58,501301;AMBA;Argentina;Buenos Aires;Vicente López;3;Si;5G - Fase 1 (432)
CF01659;-34,692993;-58,467654;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01660;-34,675546;-58,451247;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01661;-34,78222;-58,46082;AMBA;Argentina;Buenos Aires;Esteban Echeverría;1;No;Sin Plan
CF01662;-34,642916;-58,510194;AMBA;Argentina;CABA;CABA;3;No;Sin Plan
CF01663;-34,420599;-58,869582;AMBA;Argentina;Buenos Aires;Pilar;3;Carga;Sin Plan / Alta Carga
CF01664;-34,597169;-58,826618;AMBA;Argentina;Buenos Aires;Moreno;3;No;Sin Plan
CF01667;-34,560291;-58,421564;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01668;-34,59187;-58,425672;AMBA;Argentina;CABA;CABA;1;Si;5G - Fase 1 (432)
CF01670;-34,722134;-58,533831;AMBA;Argentina;Buenos Aires;La Matanza;4;No;Restricciones para Implementar
CF01674;-34,348111;-58,690611;AMBA;Argentina;Buenos Aires;Tigre;2;Si;5G - Fase 1 (432)
CF01675;-34,355578;-58,848287;AMBA;Argentina;Buenos Aires;Escobar;2;No;Sin Plan
CF01676;-34,490368;-58,485144;AMBA;Argentina;Buenos Aires;San Isidro;2;Si;Expansiones 2024
CF01677;-34,585941;-58,517778;AMBA;Argentina;Buenos Aires;General San Martín;3;No;Sin Plan
CF01678;-34,5634;-58,541448;AMBA;Argentina;Buenos Aires;General San Martín;2;No;Sin Plan
CF01679;-34,635561;-58,630977;AMBA;Argentina;Buenos Aires;Morón;4;No;Restricciones para Implementar
CF01680;-34,682857;-58,536395;AMBA;Argentina;Buenos Aires;La Matanza;4;No;Restricciones para Implementar
CF01684;-34,7433;-58,3717;AMBA;Argentina;Buenos Aires;Lomas de Zamora;4;Si;Expansiones 2024
CF01685;-34,777112;-58,405404;AMBA;Argentina;Buenos Aires;Lomas de Zamora;3;No;Sin Plan
CF01687;-34,853278;-58,279013;AMBA;Argentina;Buenos Aires;Florencio Varela;4;No;Restricciones para Implementar
CF01688;-34,839262;-58,241321;AMBA;Argentina;Buenos Aires;Florencio Varela;4;Carga;Sin Plan / Alta Carga
CF01689;-34,802303;-58,289505;AMBA;Argentina;Buenos Aires;Florencio Varela;3;No;Sin Plan
CF01690;-34,7497;-58,3275;AMBA;Argentina;Buenos Aires;Quilmes;4;Carga;Sin Plan / Alta Carga
CF01692;-34,743365;-58,231741;AMBA;Argentina;Buenos Aires;Quilmes;1;No;Sin Plan
CF01693;-34,577403;-58,443821;AMBA;Argentina;CABA;CABA;3;Si;5G - Fase 1 (432)
CF01695;-34,659307;-58,584165;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Sin Plan
CF01697;-34,622149;-58,429751;AMBA;Argentina;CABA;CABA;1;Si;5G - Fase 1 (432)
CF01698;-34,606411;-58,407451;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01700;-34,590722;-58,38502;AMBA;Argentina;CABA;CABA;1;Si;5G - Fase 1 (432)
CF01701;-34,578843;-58,386153;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01702;-34,657373;-58,406342;AMBA;Argentina;CABA;CABA;3;Carga;Sin Plan / Alta Carga
CF01703;-34,643906;-58,396178;AMBA;Argentina;CABA;CABA;3;No;Sin Plan
CF01704;-34,639253;-58,666023;AMBA;Argentina;Buenos Aires;Ituzaingó;1;No;Restricciones para Implementar
CF01705;-34,58917;-58,646031;AMBA;Argentina;Buenos Aires;Hurlingham;2;No;Sin Plan
CF01706;-34,6206;-58,4672;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01708;-34,376494;-58,666845;AMBA;Argentina;Buenos Aires;Tigre;1;Si;5G - Fase 1 (432)
CF01710;-34,923126;-57,952606;AMBA;Argentina;Buenos Aires;La Plata;3;Si;5G - Fase 1 (432)
CF01712;-34,909875;-57,956026;AMBA;Argentina;Buenos Aires;La Plata;4;Carga;Sin Plan / Alta Carga
CF01713;-34,937909;-57,924206;AMBA;Argentina;Buenos Aires;La Plata;4;Carga;Sin Plan / Alta Carga
CF01714;-34,957947;-57,981338;AMBA;Argentina;Buenos Aires;La Plata;3;Si;Expansiones 2024
CF01715;-34,6423;-58,4159;AMBA;Argentina;CABA;CABA;4;Si;Expansiones 2024
CF01716;-34,745171;-58,265013;AMBA;Argentina;Buenos Aires;Quilmes;1;No;Sin Plan
CF01721;-34,694012;-58,708708;AMBA;Argentina;Buenos Aires;Merlo;3;No;Sin Plan
CF01722;-34,610039;-58,952173;AMBA;Argentina;Buenos Aires;General Rodríguez;3;No;Sin Plan
CF01723;-34,560525;-59,121119;AMBA;Argentina;Buenos Aires;Luján;2;No;Sin Plan
CF01725;-34,419601;-58,687184;AMBA;Argentina;Buenos Aires;Tigre;3;No;Sin Plan
CF01726;-34,606201;-58,720176;AMBA;Argentina;Buenos Aires;Moreno;1;Carga;Sin Plan / Alta Carga
CF01727;-34,589217;-58,743244;AMBA;Argentina;Buenos Aires;Moreno;4;No;Restricciones para Implementar
CF01728;-34,511381;-58,713884;AMBA;Argentina;Buenos Aires;Malvinas Argentinas;2;No;Sin Plan
CF01730;-34,593093;-58,445188;AMBA;Argentina;CABA;CABA;3;Si;5G - Fase 1 (432)
CF01735;-34,769377;-58,410798;AMBA;Argentina;Buenos Aires;Lomas de Zamora;2;No;Sin Plan
CF01736;-34,771978;-58,306317;AMBA;Argentina;Buenos Aires;Quilmes;4;Carga;Sin Plan / Alta Carga
CF01738;-34,865321;-58,119856;AMBA;Argentina;Buenos Aires;La Plata;3;No;Sin Plan
CF01739;-34,374076;-58,731351;AMBA;Argentina;Buenos Aires;Escobar;3;Si;5G - Fase 1 (432)
CF01741;-34,657208;-58,578333;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Sin Plan
CF01743;-34,618417;-58,47675;AMBA;Argentina;CABA;CABA;4;No;Restricciones para Implementar
CF01744;-34,635185;-58,395923;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01746;-34,678213;-58,47756;AMBA;Argentina;CABA;CABA;3;No;Sin Plan
CF01747;-34,63519;-58,49091;AMBA;Argentina;CABA;CABA;4;No;Restricciones para Implementar
CF01748;-34,631928;-58,443731;AMBA;Argentina;CABA;CABA;1;No;Sin Plan
CF01749;-34,600389;-58,462333;AMBA;Argentina;CABA;CABA;2;Carga;Sin Plan / Alta Carga
CF01750;-34,615406;-58,432394;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01751;-34,60749;-58,42653;AMBA;Argentina;CABA;CABA;3;Si;5G - Fase 1 (432)
CF01752;-34,447992;-58,59176;AMBA;Argentina;Buenos Aires;Tigre;3;Si;Expansiones 2024
CF01753;-34,663508;-58,538261;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Sin Plan
CF01754;-34,965475;-58,011656;AMBA;Argentina;Buenos Aires;La Plata;3;No;Sin Plan
CF01756;-34,95295;-57,93199;AMBA;Argentina;Buenos Aires;La Plata;3;No;Sin Plan
CF01758;-34,608465;-58,437575;AMBA;Argentina;CABA;CABA;4;Si;5G - 45
CF01760;-34,56681;-58,551531;AMBA;Argentina;Buenos Aires;General San Martín;4;No;Restricciones para Implementar
CF01761;-34,308633;-58,763292;AMBA;Argentina;Buenos Aires;Escobar;3;No;Sin Plan
CF01764;-34,454043;-58,544452;AMBA;Argentina;Buenos Aires;San Fernando;2;Si;5G - Fase 1 (432)
CF01765;-34,734441;-58,276945;AMBA;Argentina;Buenos Aires;Quilmes;2;No;Sin Plan
CF01766;-34,436107;-58,992363;AMBA;Argentina;Buenos Aires;Pilar;3;No;Restricciones para Implementar
CF01767;-34,630403;-58,587919;AMBA;Argentina;Buenos Aires;Morón;1;No;Restricciones para Implementar
CF01768;-34,421869;-58,745239;AMBA;Argentina;Buenos Aires;Escobar;2;No;Sin Plan
CF01770;-34,90606;-58,04001;AMBA;Argentina;Buenos Aires;La Plata;3;No;Sin Plan
CF01771;-34,787694;-58,206894;AMBA;Argentina;Buenos Aires;Berazategui;3;No;Sin Plan
CF01773;-34,568096;-58,435378;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01774;-34,633423;-58,602037;AMBA;Argentina;Buenos Aires;Morón;1;No;Restricciones para Implementar
CF01776;-34,816518;-58,505479;AMBA;Argentina;Buenos Aires;Esteban Echeverría;3;No;Sin Plan
CF01777;-34,630125;-58,679447;AMBA;Argentina;Buenos Aires;Ituzaingó;4;No;Sin Plan
CF01781;-34,495656;-58,634823;AMBA;Argentina;Buenos Aires;Tigre;2;No;Sin Plan
CF01784;-34,611634;-58,624609;AMBA;Argentina;Buenos Aires;Hurlingham;2;No;Sin Plan
CF01785;-34,552473;-58,605775;AMBA;Argentina;Buenos Aires;General San Martín;4;Carga;Sin Plan / Alta Carga
CF01786;-34,669617;-58,481411;AMBA;Argentina;CABA;CABA;3;No;Sin Plan
CF01791;-34,602335;-58,369279;AMBA;Argentina;CABA;CABA;3;Si;5G - Fase 1 (432)
CF01792;-34,598599;-58,380071;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01794;-34,607159;-58,382859;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01795;-34,76381;-58,607528;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01796;-34,7785;-58,6117;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01797;-34,769471;-58,629204;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01798;-34,7765;-58,6336;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01799;-34,7393;-58,6185;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01800;-34,741356;-58,62983;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01801;-34,750531;-58,632962;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01802;-34,7911;-58,6127;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01803;-34,735756;-58,588199;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01804;-34,742945;-58,587574;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01805;-34,7631;-58,5977;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01806;-34,7637;-58,5784;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01807;-34,7492;-58,5712;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01808;-34,7685;-58,5858;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01809;-34,781615;-58,602767;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01810;-34,798416;-58,653631;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01811;-34,759588;-58,648526;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01812;-34,7282;-58,6169;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01813;-34,6975;-58,632;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01814;-34,6941;-58,586;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01815;-34,6967;-58,6153;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01816;-34,6841;-58,6121;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01817;-34,70755;-58,634906;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01818;-34,718777;-58,585829;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01819;-34,726602;-58,595303;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01820;-34,7223;-58,6099;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01821;-34,723761;-58,624066;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01822;-34,717505;-58,629544;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01823;-34,71443;-58,5801;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01824;-34,706223;-58,618897;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01825;-34,689101;-58,524637;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01826;-34,73351;-58,553016;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01827;-34,695101;-58,537296;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01828;-34,7039;-58,569;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01829;-34,6964;-58,5676;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01830;-34,6872;-58,5672;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01831;-34,7138;-58,5535;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01832;-34,682;-58,5788;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01833;-34,6687;-58,5451;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01834;-34,699669;-58,522705;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01835;-34,7054;-58,5136;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01836;-34,727775;-58,525575;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01837;-34,7279;-58,5427;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01839;-34,64917;-58,573949;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01840;-34,714265;-58,508481;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01844;-34,8805;-58,6667;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01847;-34,805324;-58,170294;AMBA;Argentina;Buenos Aires;Berazategui;2;No;Sin Plan
CF01859;-34,448757;-58,543439;AMBA;Argentina;Buenos Aires;San Fernando;2;No;Restricciones para Implementar
CF01864;-34,881713;-58,547206;AMBA;Argentina;Buenos Aires;Ezeiza;1;No;Restricciones para Implementar
CF01865;-34,852877;-58,515058;AMBA;Argentina;Buenos Aires;Ezeiza;1;No;Restricciones para Implementar
CF01866;-34,910324;-58,576278;AMBA;Argentina;Buenos Aires;Ezeiza;1;No;Restricciones para Implementar
CF01867;-34,794169;-58,520387;AMBA;Argentina;Buenos Aires;Ezeiza;1;No;Restricciones para Implementar
CF01868;-34,471309;-58,608157;AMBA;Argentina;Buenos Aires;Tigre;2;No;Restricciones para Implementar
CF01869;-34,749821;-58,488417;AMBA;Argentina;Buenos Aires;Esteban Echeverría;3;No;Sin Plan
CF01870;-34,624987;-58,351913;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01871;-34,649349;-58,341879;AMBA;Argentina;Buenos Aires;Avellaneda;4;Carga;Sin Plan / Alta Carga
CF01872;-34,635419;-58,361918;AMBA;Argentina;CABA;CABA;3;No;Sin Plan
CF01873;-34,647583;-58,368611;AMBA;Argentina;CABA;CABA;3;Si;Expansiones 2024
CF01874;-34,653798;-58,375991;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01875;-34,61185;-58,376775;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01876;-34,614606;-58,372404;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01877;-34,655347;-58,392649;AMBA;Argentina;CABA;CABA;4;Carga;Sin Plan / Alta Carga
CF01878;-34,659705;-58,430159;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01879;-34,684212;-58,445774;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01880;-34,68475;-58,4615;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01881;-34,6586;-58,4653;AMBA;Argentina;CABA;CABA;2;Si;Expansiones 2024
CF01882;-34,640533;-58,437569;AMBA;Argentina;CABA;CABA;3;Carga;Sin Plan / Alta Carga
